time,obs1,obs2,obs3,obs4,obs5,obs6,obs7,obs8,obs9,obs10,obs11,obs12,obs13,obs14,obs15,obs16,obs17,obs18,obs19,obs20
2.2,6.99823232076577,4.82974557366455,1.76283599117424,4.76947110853385,8.17557028104992,8.13387819316457,6.94387580743266,7.88241007563049,3.49811842392245,1.58977167209849,8.73368697618911,6.30772522735047,6.17890072785328,5.50359720133716,6.6010036309626,7.75075466698995,6.79113958957342,7.58240206462648,6.47990992406266,5.90760469499348
2.4,7.18566725436493,4.70150776712959,2.14064845714615,5.28184470219026,8.26084521743373,8.31123302328846,6.34327130671004,8.94003235852161,4.27925533318141,1.44242502013535,10.1710363731836,5.70451665901429,7.22138064883567,5.99216518937911,6.57045210374632,9.03802223178455,7.61254508980955,7.04969848365409,7.03471760862895,5.46577146148049
2.6,7.99237681347261,4.95359288613251,1.62954831572009,6.06563069303085,8.74839505542357,9.29867027939892,7.6608298740554,8.76715061257942,4.66881564027188,2.4100386434575,11.2230941562438,6.51485188205477,7.494558400099,6.3076136467178,7.06991902090206,9.41365213639186,6.78394813682812,7.45666523979703,8.41995986719462,5.48923597783872
2.8,7.59744011452632,5.00542289216757,1.99493988159488,6.81508960714122,8.97354350028246,8.91375987861537,8.08200694537058,10.0215801701454,4.61076027336058,1.47919887128183,11.7322893180383,6.44906656930069,7.64805758765457,6.6177832219696,7.3042319515469,9.98762609863549,7.77978740810395,7.0944323252915,7.4530487506304,5.5840049440508
3,8.07203133762618,4.16892623358583,2.17008419285897,6.08836697575406,10.3797323986378,9.62910650194963,8.03952043366852,10.0540937739547,4.14397735634323,2.12227326777027,11.5041368371586,6.72907263290867,7.56582779636394,6.81004831450119,7.40299701847131,10.1103381671493,7.97150701335091,6.54480365044514,8.68507987544101,5.70305870733747
3.2,8.37947656748548,4.5420248922265,2.38972159703284,7.05756579380088,10.4033565300404,9.48443371673656,8.09093004488949,10.9450981195657,4.55843778690352,2.12255336507242,11.5949964183819,6.94216253036281,8.08594407232067,6.79883237597249,7.69039026927357,9.87141372433833,7.82898882196625,7.25017486752954,8.16759839200249,6.22734211543309
3.4,7.59133000262213,4.90616357924135,2.09629394669764,6.43687639050589,10.3122837469782,9.88185939497281,9.21826319135203,11.75879250512,5.15789330022978,1.75770963507468,11.9679207379266,6.49003804620888,9.20192332913021,6.96079754766454,7.11316963680032,10.4265390512852,8.42074544823148,7.70424806187716,8.99610079374539,5.24948738281376
3.6,7.76076023673634,5.18459304738601,3.23326250229375,6.99576673836581,10.3747450035013,10.0625044181412,9.26161202843325,11.7567569833263,5.4279183364026,2.41631220648995,12.2857191750813,6.13493149181626,9.01553135093988,7.45303297475297,7.50233865061542,10.9345544791037,8.19654892695146,8.00318316654238,9.44289821115515,5.89280769257944
3.8,7.16415046406574,6.02425651779762,3.33016360182969,7.46172744618479,11.4763143203643,10.4338601083764,9.26784054914221,11.011564893991,4.95351749727074,2.34138675186973,12.2723597373733,6.46967540356732,9.25873017730603,7.13597245539532,7.57323184686006,10.9527068419244,8.52122299839007,8.15020780757508,8.9818773252607,6.39533513404907
4,7.25531259137693,5.63968284074278,2.90411205429358,7.41374789814757,11.774017891468,10.5509661739807,9.63108507938537,11.3555882420295,5.75351960799684,2.29805766249985,12.9816514919344,6.73018119699795,9.17019361635497,6.7224284467647,7.93103783885749,10.7329522039577,8.18208223777077,8.04471785557456,10.022455461937,7.1666931129609
4.2,7.95444221885573,5.95443463698062,3.17078235824805,7.08679561255856,12.1036747871408,10.7679784394878,9.7052108989776,11.9892958760619,4.90999979881461,2.3304542817677,13.0324613680413,7.02134738071419,9.89064517494597,7.18691992699334,8.52036085460597,11.3066567319838,8.24343210921496,8.06766180208559,9.76042015012575,7.39187741917049
4.4,8.04403996485965,6.01860972796507,3.2685658767753,7.43183720083025,12.0093427088289,10.8793622953446,10.1684210118356,11.8037811707231,5.60499404655695,2.84761675345574,12.7125310021927,6.64032977879311,9.92496566912713,7.60195784264342,7.75116561205981,11.8577650375624,8.20118412840011,8.70414437658527,10.0325717142658,6.91113131660235
4.6,9.00460102814713,6.52567233908998,3.23214499942521,7.82141864408948,13.0584866965608,11.7629823896989,9.35771906064161,11.9025281540801,5.39223147197383,2.96873900468905,12.6049098678483,6.80561476797992,10.3125989185855,7.42653908381739,8.10651016077587,10.8805517039805,8.70961570252596,9.46696652861792,9.4349533415999,6.68310321848758
4.8,8.05015593259546,7.84171373024832,3.05022272594962,7.89713903807163,12.7735496721478,10.7555792332479,9.31289724092302,11.8954011323812,5.96389838882205,3.22563871924705,13.2293229070637,6.89289677498207,10.1951337885826,7.47306313473407,8.32485551604877,11.4673934105344,8.11284927148439,9.22643184526652,9.77046881810069,7.38224199389427
5,8.36921117191689,6.77894913603025,3.93015195305494,8.51999469687556,12.5475563974447,11.602488549117,9.81841197097029,12.3566088947965,5.59347493538892,3.16340176144901,13.5146726945372,6.79705484048033,10.6748425255741,7.39829573924515,8.5804155760787,11.1918026166016,8.28227563868957,9.90090744773891,9.65008467911237,7.00743898302226
5.2,8.04353911854558,7.56747228935251,3.30334589723885,8.06051657436499,12.7427510683869,11.6341592774902,9.54044808947029,10.8631140226489,5.2171306258039,3.08311296636516,13.7412418185681,7.26761035238202,11.1760695046749,6.68878871169577,8.06474577531468,11.9636808918182,8.91484248676116,9.27763195187053,9.45512613685581,6.92688947000151
5.4,8.3254346644807,7.55737458425299,3.49545130121663,8.44753418635506,13.1814729308136,11.3403389654583,9.69375284464678,12.0558809102866,5.15524163128293,3.21143811716765,14.0617267868595,6.6459561134681,11.7368281088806,7.75801233540325,8.04994106708107,11.4142659176177,8.70258132538123,9.58958156156294,9.35435030444708,7.37264763421458
5.6,7.96139605244642,8.11254084413501,4.14198299300976,7.79747908411804,12.8980212971226,11.6200828779444,9.21243518649911,12.7600103261549,5.84035764446614,3.04560288292572,13.7845558016097,7.18507315993974,11.599411737153,7.25589479056107,8.34661276655781,11.5993271689573,9.30442704187492,9.2016320535505,9.12124937143551,7.47039467166155
5.8,9.06232025919367,7.71479471663266,4.5813418474651,8.65426987735834,12.9026388393765,11.2037235276938,10.2343927262105,11.5607889834036,5.89805213501498,3.08196384441247,14.1629403190414,7.38735824495539,11.250001712097,7.45429039703715,7.96728095090239,11.9227815144943,9.46218222584497,9.87694023256868,9.19315220740624,7.17482863978325
6,9.19453718172752,7.65608107029962,4.13092357562898,8.2170683569075,13.5709334626737,11.5826688855843,10.5911820615153,11.8799421095936,5.54584197925964,3.34619489520316,14.6892238986715,6.75889188541422,11.367461101906,7.4348027848887,8.46198765797196,11.5029305879858,9.81455177805287,9.44913339487134,9.83658400955983,7.3582894153602
6.2,9.91974859999732,7.74406784914471,4.17771088687075,7.67746924165644,13.2758884581778,11.5601629324408,9.80189232119691,12.0379038701132,5.11776635460403,3.44354128746488,14.627151849837,6.88689990516071,11.3876040057834,8.02548873334098,8.54997348070565,12.8272423458564,8.77644797600746,9.66443694994884,8.66747574399393,7.52749511739774
6.4,9.02853666754786,7.02833131002856,4.49531303333077,7.96008057690173,13.4361226848878,11.101405434671,10.1642013734959,11.8970304726341,6.02069994076337,3.19825324858094,14.7096513688928,6.49540030643422,11.6006024943186,7.39687125945448,8.85594968561388,12.294982568006,9.49192464405535,9.73225667418725,9.15698003386733,7.40828781960876
6.6,9.4834664727999,6.6807200156669,4.52814412271704,8.5391808079936,14.2330092601042,11.0787705941141,10.4165272188686,12.8423648089079,5.71331069466963,3.15214284071842,15.3140305652462,7.43694869631006,12.1027707732524,8.05408567899386,8.8772496286015,12.7500366422857,9.52773975264323,9.7468955447069,8.84754903101592,7.41225486983906
6.8,8.77367435748547,6.9979189471148,4.72321746049833,8.39313282227527,13.8065232334912,12.0365258224196,10.4814133765806,12.8297167582363,5.80429045197522,3.61349690290029,14.8786279508694,7.19647081110984,12.0299724389416,7.79881649811699,8.92136121631177,12.7037011253952,8.64858725233584,9.98125250615025,9.35007170320713,7.55509400918208
7,8.75393226126197,6.79311581544569,5.24054423078105,8.94173637076294,13.7052101961568,12.4682049918572,10.1150364905417,12.7203504927511,5.85662931276979,3.54987823543467,15.407217910414,7.24967742640871,12.4905771182552,7.84555361644799,9.02728768181371,12.6925868407418,8.95899992816591,9.16056602579492,9.91054564830892,7.79323435120767
7.2,8.83058181304918,7.47518061633285,5.20382875278456,8.83872392175161,13.486046894161,11.9105016871922,10.6427941940467,12.0178263049306,5.12447476927602,3.98288197764845,15.7672731123984,6.98268386608803,12.275582303113,7.47996527565899,9.12215661698619,13.2518415984356,8.43370117107952,9.92208905576125,10.379706929941,7.36235872359568
7.4,9.78790475820689,7.37383721275361,4.93256794198025,8.75901401216421,14.5240571638392,12.2381258200469,10.776476175424,12.4807559374165,6.02362318866224,3.60487546903135,15.9951766951611,7.43952990510322,12.3670787807837,7.29713159324027,9.45699494226364,13.2190657400776,8.85877767581002,9.88188729911146,9.79192525657065,7.03203869692492
7.6,9.36598414819493,7.54430436650293,4.68263830573297,9.13791041941808,14.2534377911016,12.1378891667404,10.9341371226668,12.557182403454,5.87561401419316,3.90137683294449,16.9193943643479,6.68370801840656,12.4652477489397,7.39239377415608,9.31891137688806,13.0687375225172,8.07917868851686,9.59748941368287,9.56178836922086,7.98986375609978
7.8,8.95258003870591,7.67260087334505,5.10499321276676,9.25554548063263,14.3590934950183,12.4835555972573,11.0180597541528,12.4142384653307,5.73876916045496,3.63212078168995,17.2623550153449,6.79539794528016,13.0233318092185,7.72607496615416,8.70988573586819,12.9895594893123,7.96315967528754,9.57398306164121,8.94541345865949,7.11112460933862
8,9.32787093299025,6.95418342103979,5.48192787171237,9.55534972463571,14.3725994066488,12.1823168008568,11.1614645846507,12.5752246994483,6.33231477327138,3.87855602192949,16.4081181740863,7.2101672736069,13.3353975018351,8.42547220407945,8.1030322460744,13.2323172492692,8.16976074178847,10.1484947212834,9.57380884577317,7.2257838930288
8.2,8.852526161076,7.18080098737064,4.51168719102313,9.22915943261876,14.0668368182096,12.2281423200025,12.0758090363248,12.3357620397275,6.32551610260435,4.14361239530313,17.0176630746849,7.6823309774327,13.189647298119,7.66977224525742,8.90626790694327,13.3257861483885,8.16135115200941,9.90069400931476,9.5783280490536,7.82585143585432
8.4,9.1312472891277,7.79288106457622,5.85384886574671,9.09165647370144,14.0583539522806,12.2444174498104,11.8005994442013,12.4328171344171,6.35870904964918,3.91537313662738,16.7745820709494,7.30730887715273,13.2043045595956,7.62240001525113,9.29352609538996,12.8960086204629,8.23936082709392,9.85896873256354,8.88875682232529,7.79746348614836
8.6,8.79247717852247,7.16826076493611,4.83060265699329,9.62929780430752,14.561932846342,12.6198011019898,12.072315545898,12.1307304893843,6.13462251380406,3.90242514430729,16.3063447008213,6.4075806496252,13.0203382523618,7.38629444718409,9.14612741851406,13.88328730401,8.70374325653046,10.1665301632542,9.46307808500509,7.7419756316027
8.8,9.75452441564083,7.63412324180076,5.51556015267508,9.50826749812319,14.3330086949314,11.8139091943215,11.9457306433795,12.5582695156385,6.0367779569455,4.30418151420544,16.6302408140986,6.86289197757641,13.0894092028042,7.98339794335882,8.47607798260166,14.0942148379481,8.14785866881918,11.2416316439085,9.23458562250548,7.42908666915981
9,9.73667984201371,7.70787861783694,5.66401383391933,8.7451634233028,14.0974486486929,12.2975332165324,11.0001359278754,12.5711210651718,5.70997419645888,4.48447290328853,17.1481897694298,6.80369132531562,13.2919135450932,7.75834124494766,9.23839903628377,13.1310662761854,8.84583790822645,10.7120042203475,9.39680416537847,6.94763538327519
9.2,9.31690149299973,8.37305267686261,5.49009587426676,8.97868422995162,14.0583162583373,12.8089886152598,11.1911312720425,12.4775238195464,5.6523224511841,4.78615776469401,16.7388584977315,6.40474139267403,13.1117112045251,7.36541818949182,9.021302009372,13.3506243110509,8.04616039796297,10.6573513931954,9.45364102853491,7.46169120609045
9.4,9.15333811022701,7.89236118976494,4.59689190770999,9.52324843302588,14.5688122199654,12.8493795009214,11.7586505274062,12.8251882322404,5.06644283929357,5.05563116747028,16.0353212487013,7.24228823189573,13.3290500266099,8.2395217011264,9.43572685885104,13.4857853034395,7.90219287218331,10.223761716707,10.381051283596,6.47585652924494
9.6,8.95743954513807,7.65026734883807,4.52797277325444,8.7364964235258,14.6715669102921,12.5589769205092,11.310955151534,12.3194887705397,5.61693235239829,4.43904909999441,16.9442683104958,6.5250110452767,14.13082346099,7.92772219049657,8.65683753045075,13.266054428996,7.528129771394,10.9858024521338,9.25533378273022,6.23165511201574
9.8,9.46884669598283,8.13370950263194,5.40401840134777,9.11776075480762,15.1142625347141,12.6401992415512,10.3613621420019,12.6528642141518,5.33540110945206,4.62532754797192,16.3774686892948,6.61457757037838,13.7627729992011,7.41280763469622,8.53161755733296,13.4358605232912,8.26227216935451,11.0501298349324,8.60812443063891,7.12847783406098
10,8.58043008079564,8.00580302938185,5.3140812370328,9.24111309918384,14.9338636519162,13.7668018904088,10.8243775939613,13.1029477509464,5.86878980887744,4.88673658633463,16.063400904128,7.20151116244953,13.4766140270091,7.20979098314768,9.00446869093253,12.7610967402658,8.31121415336761,11.2888249330462,10.1281555612193,7.10048036884986
